1.000000000000000000e+01,-1.448916906497527801e+00,-2.200000000012352075e-01,-1.448916906497527890e+01
8.886238162743403279e+00,-1.473830692735930814e+00,-3.662381627443878074e-01,-1.309681054721257532e+01
7.896522868499724623e+00,-1.499172865683018774e+00,-4.165228685005004650e-01,-1.183825281770022464e+01
7.017038286703826344e+00,-1.524950791347732704e+00,-3.770382867044332897e-01,-1.070063808822633789e+01
6.235507341273912374e+00,-1.551171962395808457e+00,-3.155073412743831796e-01,-9.672344159097324479e+00
5.541020330009492234e+00,-1.577844000327611740e+00,-2.010203300098467594e-01,-8.742865683398800769e+00
4.923882631706739232e+00,-1.604974657693418072e+00,-8.388263170699161719e-02,-7.902706841346089917e+00
4.375479375074184496e+00,-1.646547842498930603e+00,-1.154793750743223768e-01,-7.204436124926967722e+00
3.888155180308087377e+00,-1.689197885238983510e+00,-8.815518030813507266e-02,-6.567863508057420141e+00
3.455107294592218103e+00,-1.732952679446790656e+00,-1.510729459219106730e-02,-5.987537443939736193e+00
3.070290629757849832e+00,-1.793060473577781089e+00,-1.029062975774763800e-02,-5.505216770615033894e+00
2.728333376486768103e+00,-1.871135456754026816e+00,-4.833337648658897479e-02,-5.105081318589824946e+00
2.424462017082328114e+00,-1.952610048079465255e+00,-4.446201708208974424e-02,-4.734028895741961840e+00
2.154434690031883370e+00,-2.037632276219590644e+00,-1.443469003159947306e-02,-4.389945661416114753e+00
1.914481976169957633e+00,-2.144559800608585753e+00,-1.448197616966240275e-02,-4.105721085083775534e+00
1.701254279852589146e+00,-2.257098492235847242e+00,-1.254279852322071065e-03,-3.839898469965060901e+00
1.511775070615662298e+00,-2.395879207975404324e+00,8.224929384574863889e-03,-3.622030458823613852e+00
1.343399332598900209e+00,-2.543193041400094057e+00,1.660066740131327379e-02,-3.416523834487053435e+00
1.193776641714436426e+00,-2.722674932626772737e+00,6.223358285751601215e-03,-3.250265737551268241e+00
1.060818355139448332e+00,-2.914823479020363095e+00,1.918164486071916031e-02,-3.092098248536225835e+00
9.426684551178852178e-01,-3.147246676992480729e+00,1.733154488226418266e-02,-2.966810162875399559e+00
8.376776400682918178e-01,-3.398202915934112944e+00,2.232235993184161771e-02,-2.846598599092875492e+00
7.443803013251688583e-01,-3.700580798497007606e+00,1.561969867494994446e-02,-2.754639449863336420e+00
6.614740641230149043e-01,-3.995658984099504707e+00,1.852593587708994960e-02,-2.643024787061936554e+00
5.878016072274911963e-01,-4.426017379952266850e+00,1.219839277260348354e-02,-2.601620129552752125e+00
5.223345074266841914e-01,-4.778940677411918969e+00,3.766549257340301438e-02,-2.496205624757299013e+00
4.641588833612778631e-01,-5.248730578003085512e+00,1.584111663862586283e-02,-2.436244924150106517e+00
4.124626382901352417e-01,-5.764702795052086159e+00,1.753736170977759912e-02,-2.377724523805700318e+00
3.665241237079627790e-01,-6.277655866982781774e+00,3.347587629195913905e-02,-2.300912315586015389e+00
3.257020655659783048e-01,-6.894775752909582778e+00,4.429793443394913766e-02,-2.245642704336874296e+00
2.894266124716750044e-01,-7.702769521913653605e+00,4.057338752825856432e-02,-2.229386489377532587e+00
2.571913809059345191e-01,-8.532407773893105229e+00,4.280861909400712761e-02,-2.194461737820098346e+00
2.285463864134990586e-01,-9.532314451495812690e+00,4.145361358644805705e-02,-2.178576022046543326e+00
2.030917620904735821e-01,-1.083251339241556721e+01,3.690823790947916905e-02,-2.199994232734331145e+00
1.804721766827170337e-01,-1.189739486579920325e+01,5.952782331723582843e-02,-2.147148748284564146e+00
1.603718743751330056e-01,-1.329164193973632102e+01,5.962812562482255885e-02,-2.131605531398642395e+00
1.425102670302998142e-01,-1.510460969914735330e+01,5.748973296966042312e-02,-2.152561961613945751e+00
1.266380173467403225e-01,-1.630902626696516933e+01,5.336198265322522616e-02,-2.065342751304378499e+00
1.125335582600765078e-01,-1.917640262738732559e+01,5.746644173989068349e-02,-2.157988822287775665e+00
1.000000000000000056e-01,-2.106152338785161504e+01,5.999999999996674660e-02,-2.106152338785161504e+00
